"Antecedent_LHS","Consequent_RHS","support","confidence","coverage","lift","count","fishersPValue","pAdjusted"
"BLUE STRIPE CERAMIC DRAWER KNOB","BLUE SPOT CERAMIC DRAWER KNOB",0.01166,0.50118,0.02326,24.48662,213,0,0
"BLUE SPOT CERAMIC DRAWER KNOB","BLUE STRIPE CERAMIC DRAWER KNOB",0.01166,0.56952,0.02047,24.48662,213,0,0
"WHITE SPOT RED CERAMIC DRAWER KNOB","RED STRIPE CERAMIC DRAWER KNOB",0.01275,0.57108,0.02233,23.87944,233,0,0
"RED STRIPE CERAMIC DRAWER KNOB","WHITE SPOT RED CERAMIC DRAWER KNOB",0.01275,0.53318,0.02392,23.87944,233,0,0
"CHILDRENS CUTLERY POLKADOT GREEN","CHILDRENS CUTLERY RETROSPOT RED",0.01012,0.56923,0.01779,23.80218,185,0,0
"CHILDRENS CUTLERY RETROSPOT RED","CHILDRENS CUTLERY POLKADOT GREEN",0.01012,0.42334,0.02392,23.80218,185,0,0
"SET OF 6 SNACK LOAF BAKING CASES","SET OF 12 FAIRY CAKE BAKING CASES",0.01385,0.71469,0.01937,23.74458,253,0,0
"SET OF 12 FAIRY CAKE BAKING CASES","SET OF 6 SNACK LOAF BAKING CASES",0.01385,0.46,0.0301,23.74458,253,0,0
"REGENCY SUGAR BOWL GREEN","REGENCY TEA PLATE ROSES",0.01012,0.57453,0.01762,23.64519,185,0,0
"REGENCY TEA PLATE ROSES","REGENCY SUGAR BOWL GREEN",0.01012,0.41667,0.0243,23.64519,185,0,0
"BLUE SPOT CERAMIC DRAWER KNOB","RED STRIPE CERAMIC DRAWER KNOB",0.01138,0.55615,0.02047,23.2552,208,0,0
"RED STRIPE CERAMIC DRAWER KNOB","BLUE SPOT CERAMIC DRAWER KNOB",0.01138,0.47597,0.02392,23.2552,208,0,0
"SET OF 12 FAIRY CAKE BAKING CASES","SET OF 12 MINI LOAF BAKING CASES",0.01675,0.55636,0.0301,22.89737,306,0,0
"SET OF 12 MINI LOAF BAKING CASES","SET OF 12 FAIRY CAKE BAKING CASES",0.01675,0.68919,0.0243,22.89737,306,0,0
"SET OF 6 TEA TIME BAKING CASES","SET OF 12 FAIRY CAKE BAKING CASES",0.01417,0.687,0.02063,22.82473,259,0,0
"SET OF 12 FAIRY CAKE BAKING CASES","SET OF 6 TEA TIME BAKING CASES",0.01417,0.47091,0.0301,22.82473,259,0,0
"BLUE STRIPE CERAMIC DRAWER KNOB","WHITE SPOT BLUE CERAMIC DRAWER KNOB",0.01051,0.45176,0.02326,22.67884,192,0,0
"WHITE SPOT BLUE CERAMIC DRAWER KNOB","BLUE STRIPE CERAMIC DRAWER KNOB",0.01051,0.52747,0.01992,22.67884,192,0,0
"SMALL HEART MEASURING SPOONS","LARGE HEART MEASURING SPOONS",0.01193,0.46186,0.02583,22.6264,218,0,0
"LARGE HEART MEASURING SPOONS","SMALL HEART MEASURING SPOONS",0.01193,0.58445,0.02041,22.6264,218,0,0
"BOX OF 6 MINI 50'S CRACKERS","BOX OF 6 MINI VINTAGE CRACKERS",0.01023,0.46517,0.022,22.60672,187,0,0
"BOX OF 6 MINI VINTAGE CRACKERS","BOX OF 6 MINI 50'S CRACKERS",0.01023,0.49734,0.02058,22.60672,187,0,0
"WHITE SPOT BLUE CERAMIC DRAWER KNOB","RED STRIPE CERAMIC DRAWER KNOB",0.01062,0.53297,0.01992,22.28583,194,0,0
"RED STRIPE CERAMIC DRAWER KNOB","WHITE SPOT BLUE CERAMIC DRAWER KNOB",0.01062,0.44394,0.02392,22.28583,194,0,0
"JUMBO BAG APPLES + JUMBO BAG VINTAGE DOILY + JUMBO BAG VINTAGE LEAF","JUMBO BAG PEARS",0.01007,0.72441,0.0139,22.28474,184,0,0
"VINTAGE PAISLEY STATIONERY SET","FLORAL FOLK STATIONERY SET",0.0122,0.51147,0.02386,21.99071,223,0,0
"FLORAL FOLK STATIONERY SET","VINTAGE PAISLEY STATIONERY SET",0.0122,0.52471,0.02326,21.99071,223,0,0
"FELTCRAFT CUSHION RABBIT","FELTCRAFT CUSHION OWL",0.01188,0.56218,0.02112,21.85669,217,0,0
"FELTCRAFT CUSHION OWL","FELTCRAFT CUSHION RABBIT",0.01188,0.4617,0.02572,21.85669,217,0,0
"MODERN FLORAL STATIONERY SET","VINTAGE PAISLEY STATIONERY SET",0.0104,0.51913,0.02003,21.75684,190,0,0
"VINTAGE PAISLEY STATIONERY SET","MODERN FLORAL STATIONERY SET",0.0104,0.43578,0.02386,21.75684,190,0,0
"CHRISTMAS CRAFT LITTLE FRIENDS","CHRISTMAS CRAFT WHITE FAIRY",0.0133,0.44751,0.02972,21.69077,243,0,0
"CHRISTMAS CRAFT WHITE FAIRY","CHRISTMAS CRAFT LITTLE FRIENDS",0.0133,0.64456,0.02063,21.69077,243,0,0
"RED SPOT CERAMIC DRAWER KNOB","BLUE STRIPE CERAMIC DRAWER KNOB",0.01018,0.50407,0.02019,21.67242,186,0,0
"BLUE STRIPE CERAMIC DRAWER KNOB","RED SPOT CERAMIC DRAWER KNOB",0.01018,0.43765,0.02326,21.67242,186,0,0
"SKULL SHOULDER BAG","SUKI  SHOULDER BAG",0.01396,0.62195,0.02244,21.44324,255,0,0
"SUKI  SHOULDER BAG","SKULL SHOULDER BAG",0.01396,0.48113,0.029,21.44324,255,0,0
"HAND WARMER BIRD DESIGN + HAND WARMER OWL DESIGN","HAND WARMER SCOTTY DOG DESIGN",0.01089,0.63987,0.01702,21.37545,199,0,0
"CHRISTMAS CRAFT WHITE FAIRY","CHRISTMAS CRAFT TREE TOP ANGEL",0.01095,0.5305,0.02063,21.21203,200,0,0
"CHRISTMAS CRAFT TREE TOP ANGEL","CHRISTMAS CRAFT WHITE FAIRY",0.01095,0.43764,0.02501,21.21203,200,0,0
"FELTCRAFT CUSHION BUTTERFLY","FELTCRAFT CUSHION OWL",0.01023,0.53736,0.01904,20.89173,187,0,0
"FELTCRAFT CUSHION OWL","FELTCRAFT CUSHION BUTTERFLY",0.01023,0.39787,0.02572,20.89173,187,0,0
"BLUE DINER WALL CLOCK","RED DINER WALL CLOCK",0.0104,0.52198,0.01992,20.73501,190,0,0
"RED DINER WALL CLOCK","BLUE DINER WALL CLOCK",0.0104,0.41304,0.02517,20.73501,190,0,0
"JUMBO BAG APPLES + JUMBO BAG VINTAGE LEAF","JUMBO BAG PEARS",0.01324,0.66484,0.01992,20.45208,242,0,0
"CHRISTMAS CRAFT TREE TOP ANGEL","CHRISTMAS CRAFT LITTLE FRIENDS",0.0151,0.60394,0.02501,20.32371,276,0,0
"CHRISTMAS CRAFT LITTLE FRIENDS","CHRISTMAS CRAFT TREE TOP ANGEL",0.0151,0.50829,0.02972,20.32371,276,0,0
"CHILDRENS CUTLERY RETROSPOT RED","CHILDRENS CUTLERY POLKADOT PINK",0.01445,0.60412,0.02392,20.2924,264,0,0
"CHILDRENS CUTLERY POLKADOT PINK","CHILDRENS CUTLERY RETROSPOT RED",0.01445,0.48529,0.02977,20.2924,264,0,0
"SET 3 RETROSPOT TEA,COFFEE,SUGAR","RED SPOTTY BISCUIT TIN",0.01023,0.43488,0.02353,20.16911,187,0,0
"RED SPOTTY BISCUIT TIN","SET 3 RETROSPOT TEA,COFFEE,SUGAR",0.01023,0.47462,0.02156,20.16911,187,0,0
"WHITE SPOT RED CERAMIC DRAWER KNOB","BLUE STRIPE CERAMIC DRAWER KNOB",0.01034,0.46324,0.02233,19.91694,189,0,0
"BLUE STRIPE CERAMIC DRAWER KNOB","WHITE SPOT RED CERAMIC DRAWER KNOB",0.01034,0.44471,0.02326,19.91694,189,0,0
"REGENCY TEAPOT ROSES","REGENCY TEA PLATE ROSES",0.01089,0.47952,0.02271,19.73476,199,0,0
"REGENCY TEA PLATE ROSES","REGENCY TEAPOT ROSES",0.01089,0.4482,0.0243,19.73476,199,0,0
"BATHROOM METAL SIGN","KITCHEN METAL SIGN",0.01204,0.32689,0.03683,19.64916,220,0,0
"KITCHEN METAL SIGN","BATHROOM METAL SIGN",0.01204,0.72368,0.01664,19.64916,220,0,0
"TOILET METAL SIGN","BATHROOM METAL SIGN",0.01603,0.72346,0.02216,19.64298,293,0,0
"BATHROOM METAL SIGN","TOILET METAL SIGN",0.01603,0.43536,0.03683,19.64298,293,0,0
"HAND WARMER OWL DESIGN + HAND WARMER SCOTTY DOG DESIGN","HAND WARMER BIRD DESIGN",0.01089,0.59403,0.01833,19.62877,199,0,0
"CHARLOTTE BAG SUKI DESIGN + RED RETROSPOT CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01423,0.77381,0.01839,19.58424,260,0,0
"HAND WARMER BIRD DESIGN + HAND WARMER SCOTTY DOG DESIGN","HAND WARMER OWL DESIGN",0.01089,0.69825,0.0156,19.53912,199,0,0
"JUMBO BAG APPLES + JUMBO BAG VINTAGE DOILY","JUMBO BAG PEARS",0.01472,0.62998,0.02337,19.37973,269,0,0
"CHARLOTTE BAG PINK POLKADOT + CHARLOTTE BAG SUKI DESIGN + WOODLAND CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01215,0.76027,0.01598,19.24167,222,0,0
"IVORY DINER WALL CLOCK","RED DINER WALL CLOCK",0.01095,0.48193,0.02271,19.14405,200,0,0
"RED DINER WALL CLOCK","IVORY DINER WALL CLOCK",0.01095,0.43478,0.02517,19.14405,200,0,0
"CHARLOTTE BAG PINK POLKADOT + CHARLOTTE BAG SUKI DESIGN + RED RETROSPOT CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01341,0.74468,0.018,18.84703,245,0,0
"CHARLOTTE BAG PINK POLKADOT + RED RETROSPOT CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01324,0.74462,0.01779,18.84537,242,0,0
"CHARLOTTE BAG SUKI DESIGN + RED RETROSPOT CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01374,0.74702,0.01839,18.39672,251,0,0
"HAND WARMER RED LOVE HEART","HAND WARMER UNION JACK",0.0104,0.47859,0.02173,18.29553,190,0,0
"HAND WARMER UNION JACK","HAND WARMER RED LOVE HEART",0.0104,0.39749,0.02616,18.29553,190,0,0
"RED RETROSPOT CHARLOTTE BAG + STRAWBERRY CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01324,0.74006,0.0179,18.22525,242,0,0
"GREEN REGENCY TEACUP AND SAUCER + REGENCY TEA PLATE GREEN","PINK REGENCY TEACUP AND SAUCER",0.01007,0.7572,0.0133,18.20572,184,0,0
"CHARLOTTE BAG SUKI DESIGN + RED RETROSPOT CHARLOTTE BAG + STRAWBERRY CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01341,0.73353,0.01828,18.06448,245,0,0
"CHARLOTTE BAG SUKI DESIGN + STRAWBERRY CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01215,0.73267,0.01658,18.04331,222,0,0
"CHARLOTTE BAG PINK POLKADOT + CHARLOTTE BAG SUKI DESIGN + STRAWBERRY CHARLOTTE BAG","WOODLAND CHARLOTTE BAG",0.01215,0.81919,0.01483,17.99162,222,0,0
"LUNCH BAG CARS BLUE + WOODLAND CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01012,0.70342,0.01439,17.80281,185,0,0
"TRAVEL CARD WALLET VINTAGE TICKET","TRAVEL CARD WALLET KEEP CALM",0.0116,0.51961,0.02233,17.78051,212,0,0
"TRAVEL CARD WALLET KEEP CALM","TRAVEL CARD WALLET VINTAGE TICKET",0.0116,0.397,0.02922,17.78051,212,0,0
"JUMBO BAG WOODLAND ANIMALS + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG TOYS",0.01084,0.50769,0.02134,17.77215,198,0,0
"GREEN REGENCY TEACUP AND SAUCER + REGENCY CAKESTAND 3 TIER + ROSES REGENCY TEACUP AND SAUCER","PINK REGENCY TEACUP AND SAUCER",0.01647,0.73775,0.02233,17.73792,301,0,0
"EDWARDIAN PARASOL BLACK","EDWARDIAN PARASOL NATURAL",0.01078,0.51706,0.02085,17.72654,197,0,0
"EDWARDIAN PARASOL NATURAL","EDWARDIAN PARASOL BLACK",0.01078,0.36961,0.02917,17.72654,197,0,0
"CHARLOTTE BAG PINK POLKADOT + STRAWBERRY CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","CHARLOTTE BAG SUKI DESIGN",0.01215,0.84411,0.01439,17.54762,222,0,0
"SKULL LUNCH BOX WITH CUTLERY","STRAWBERRY LUNCH BOX WITH CUTLERY",0.01237,0.54854,0.02255,17.52367,226,0,0
"STRAWBERRY LUNCH BOX WITH CUTLERY","SKULL LUNCH BOX WITH CUTLERY",0.01237,0.3951,0.0313,17.52367,226,0,0
"LUNCH BAG PINK POLKADOT + RED RETROSPOT CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01067,0.70909,0.01505,17.46256,195,0,0
"JUMBO BAG VINTAGE CHRISTMAS","JUMBO BAG 50'S CHRISTMAS",0.01762,0.67932,0.02594,17.40996,322,0,0
"JUMBO BAG 50'S CHRISTMAS","JUMBO BAG VINTAGE CHRISTMAS",0.01762,0.45161,0.03902,17.40996,322,0,0
"CHARLOTTE BAG SUKI DESIGN + LUNCH BAG CARS BLUE","STRAWBERRY CHARLOTTE BAG",0.01023,0.6875,0.01489,17.39984,187,0,0
"HAND WARMER RED RETROSPOT","HAND WARMER SCOTTY DOG DESIGN",0.01116,0.52041,0.02145,17.38468,204,0,0
"HAND WARMER SCOTTY DOG DESIGN","HAND WARMER RED RETROSPOT",0.01116,0.37294,0.02993,17.38468,204,0,0
"PACK OF 72 RETROSPOT CAKE CASES + WOODLAND CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01073,0.70504,0.01521,17.3627,196,0,0
"SET OF 60 VINTAGE LEAF CAKE CASES","SET OF 60 PANTRY DESIGN CAKE CASES",0.01242,0.5958,0.02085,17.33609,227,0,0
"SET OF 60 PANTRY DESIGN CAKE CASES","SET OF 60 VINTAGE LEAF CAKE CASES",0.01242,0.36146,0.03437,17.33609,227,0,0
"LUNCH BAG CARS BLUE + RED RETROSPOT CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01138,0.68197,0.01669,17.25982,208,0,0
"HAND WARMER BIRD DESIGN","HAND WARMER SCOTTY DOG DESIGN",0.0156,0.51537,0.03026,17.2164,285,0,0
"HAND WARMER SCOTTY DOG DESIGN","HAND WARMER BIRD DESIGN",0.0156,0.52102,0.02993,17.2164,285,0,0
"HAND WARMER OWL DESIGN","HAND WARMER SCOTTY DOG DESIGN",0.01833,0.51302,0.03574,17.13776,335,0,0
"HAND WARMER SCOTTY DOG DESIGN","HAND WARMER OWL DESIGN",0.01833,0.61243,0.02993,17.13776,335,0,0
"CHARLOTTE BAG SUKI DESIGN + RED RETROSPOT CHARLOTTE BAG + STRAWBERRY CHARLOTTE BAG","WOODLAND CHARLOTTE BAG",0.01423,0.77844,0.01828,17.09674,260,0,0
"PACK OF 72 RETROSPOT CAKE CASES + WOODLAND CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01023,0.67266,0.01521,17.02431,187,0,0
"LUNCH BAG  BLACK SKULL. + WOODLAND CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01045,0.67018,0.0156,16.96138,191,0,0
"CHARLOTTE BAG SUKI DESIGN + PACK OF 72 RETROSPOT CAKE CASES","CHARLOTTE BAG PINK POLKADOT",0.01029,0.68864,0.01494,16.95904,188,0,0
"GREEN REGENCY TEACUP AND SAUCER + ROSES REGENCY TEACUP AND SAUCER","PINK REGENCY TEACUP AND SAUCER",0.02961,0.70535,0.04197,16.95892,541,0,0
"LUNCH BAG CARS BLUE + RED RETROSPOT CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01149,0.68852,0.01669,16.95608,210,0,0
"CHARLOTTE BAG PINK POLKADOT + WOODLAND CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01439,0.66582,0.02162,16.85122,263,0,0
"CHARLOTTE BAG SUKI DESIGN + LUNCH BAG CARS BLUE","CHARLOTTE BAG PINK POLKADOT",0.01018,0.68382,0.01489,16.84031,186,0,0
"JUMBO BAG WOODLAND ANIMALS + JUMBO STORAGE BAG SUKI","JUMBO BAG TOYS",0.01182,0.48107,0.02457,16.84018,216,0,0
"CHARLOTTE BAG SUKI DESIGN + WOODLAND CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01658,0.66447,0.02495,16.81707,303,0,0
"SINGLE HEART ZINC T-LIGHT HOLDER","HANGING HEART ZINC T-LIGHT HOLDER",0.01532,0.55336,0.02769,16.76873,280,0,0
"HANGING HEART ZINC T-LIGHT HOLDER","SINGLE HEART ZINC T-LIGHT HOLDER",0.01532,0.46434,0.033,16.76873,280,0,0
"PINK REGENCY TEACUP AND SAUCER + REGENCY TEA PLATE GREEN","GREEN REGENCY TEACUP AND SAUCER",0.01007,0.92929,0.01084,16.76305,184,0,0
"CHARLOTTE BAG PINK POLKADOT + CHARLOTTE BAG SUKI DESIGN + RED RETROSPOT CHARLOTTE BAG","WOODLAND CHARLOTTE BAG",0.01374,0.76292,0.018,16.75577,251,0,0
"HAND WARMER RED LOVE HEART","HAND WARMER SCOTTY DOG DESIGN",0.01089,0.50126,0.02173,16.745,199,0,0
"HAND WARMER SCOTTY DOG DESIGN","HAND WARMER RED LOVE HEART",0.01089,0.3638,0.02993,16.745,199,0,0
"CHARLOTTE BAG PINK POLKADOT + CHARLOTTE BAG SUKI DESIGN","STRAWBERRY CHARLOTTE BAG",0.01483,0.66098,0.02244,16.72854,271,0,0
"CHARLOTTE BAG PINK POLKADOT + PACK OF 72 RETROSPOT CAKE CASES","WOODLAND CHARLOTTE BAG",0.01073,0.75969,0.01412,16.68487,196,0,0
"CHARLOTTE BAG SUKI DESIGN + RED RETROSPOT CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01828,0.65878,0.02775,16.6729,334,0,0
"PACK OF 72 RETROSPOT CAKE CASES + RED RETROSPOT CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01182,0.675,0.01751,16.62301,216,0,0
"LUNCH BAG WOODLAND + RED RETROSPOT CHARLOTTE BAG","WOODLAND CHARLOTTE BAG",0.01089,0.75665,0.01439,16.6182,199,0,0
"RED RETROSPOT CHARLOTTE BAG + STRAWBERRY CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","CHARLOTTE BAG SUKI DESIGN",0.01423,0.79511,0.0179,16.529,260,0,0
"RED RETROSPOT CHARLOTTE BAG + STRAWBERRY CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01784,0.67078,0.0266,16.51913,326,0,0
"CHARLOTTE BAG SUKI DESIGN + LUNCH BAG WOODLAND","WOODLAND CHARLOTTE BAG",0.01007,0.75102,0.01341,16.49447,184,0,0
"LUNCH BAG SPACEBOY DESIGN + RED RETROSPOT CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01062,0.66897,0.01587,16.4744,194,0,0
"CHARLOTTE BAG APPLES DESIGN + RED RETROSPOT CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01171,0.65046,0.018,16.4623,214,0,0
"PINK REGENCY TEACUP AND SAUCER + REGENCY CAKESTAND 3 TIER + ROSES REGENCY TEACUP AND SAUCER","GREEN REGENCY TEACUP AND SAUCER",0.01647,0.90937,0.01811,16.40359,301,0,0
"RED RETROSPOT CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.0179,0.64752,0.02764,16.38812,327,0,0
"CHARLOTTE BAG VINTAGE ALPHABET","CHARLOTTE BAG APPLES DESIGN",0.01335,0.52248,0.02556,16.37624,244,0,0
"CHARLOTTE BAG APPLES DESIGN","CHARLOTTE BAG VINTAGE ALPHABET",0.01335,0.41852,0.0319,16.37624,244,0,0
"CHARLOTTE BAG APPLES DESIGN + CHARLOTTE BAG SUKI DESIGN","STRAWBERRY CHARLOTTE BAG",0.01062,0.64667,0.01642,16.3664,194,0,0
"LUNCH BAG SPACEBOY DESIGN + RED RETROSPOT CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01023,0.64483,0.01587,16.31985,187,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG WOODLAND ANIMALS","JUMBO BAG TOYS",0.01095,0.4662,0.02348,16.3197,200,0,0
"PINK REGENCY TEACUP AND SAUCER + ROSES REGENCY TEACUP AND SAUCER","GREEN REGENCY TEACUP AND SAUCER",0.02961,0.90468,0.03273,16.31911,541,0,0
"CHARLOTTE BAG PINK POLKADOT + RED RETROSPOT CHARLOTTE BAG + STRAWBERRY CHARLOTTE BAG","WOODLAND CHARLOTTE BAG",0.01324,0.74233,0.01784,16.30363,242,0,0
"CHARLOTTE BAG PINK POLKADOT + STRAWBERRY CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","RED RETROSPOT CHARLOTTE BAG",0.01324,0.92015,0.01439,16.29258,242,0,0
"LUNCH BAG  BLACK SKULL. + WOODLAND CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01029,0.65965,0.0156,16.24497,188,0,0
"GREEN REGENCY TEACUP AND SAUCER + REGENCY CAKESTAND 3 TIER","PINK REGENCY TEACUP AND SAUCER",0.01877,0.67387,0.02786,16.20215,343,0,0
"CHARLOTTE BAG SUKI DESIGN + LUNCH BAG  BLACK SKULL.","STRAWBERRY CHARLOTTE BAG",0.01067,0.63934,0.01669,16.18108,195,0,0
"LUNCH BAG  BLACK SKULL. + RED RETROSPOT CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01231,0.6392,0.01926,16.17754,225,0,0
"CHARLOTTE BAG SUKI DESIGN + PACK OF 72 RETROSPOT CAKE CASES","WOODLAND CHARLOTTE BAG",0.011,0.73626,0.01494,16.17037,201,0,0
"PACK OF 72 RETROSPOT CAKE CASES + STRAWBERRY CHARLOTTE BAG","WOODLAND CHARLOTTE BAG",0.01023,0.73622,0.0139,16.16942,187,0,0
"CHARLOTTE BAG SUKI DESIGN + STRAWBERRY CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01483,0.65301,0.02271,16.08152,271,0,0
"CHARLOTTE BAG APPLES DESIGN + WOODLAND CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01007,0.63448,0.01587,16.05804,184,0,0
"PACK OF 72 RETROSPOT CAKE CASES + RED RETROSPOT CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01111,0.63438,0.01751,16.05531,203,0,0
"CHARLOTTE BAG PINK POLKADOT + RED RETROSPOT CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","CHARLOTTE BAG SUKI DESIGN",0.01374,0.77231,0.01779,16.05504,251,0,0
"CHARLOTTE BAG SUKI DESIGN + STRAWBERRY CHARLOTTE BAG","WOODLAND CHARLOTTE BAG",0.01658,0.73012,0.02271,16.03545,303,0,0
"CHARLOTTE BAG APPLES DESIGN + RED RETROSPOT CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01171,0.65046,0.018,16.01857,214,0,0
"CHARLOTTE BAG PINK POLKADOT + CHARLOTTE BAG SUKI DESIGN + STRAWBERRY CHARLOTTE BAG","RED RETROSPOT CHARLOTTE BAG",0.01341,0.90406,0.01483,16.00763,245,0,0
"REGENCY TEA PLATE ROSES + ROSES REGENCY TEACUP AND SAUCER","PINK REGENCY TEACUP AND SAUCER",0.01001,0.66545,0.01505,15.9998,183,0,0
"CHARLOTTE BAG SUKI DESIGN + RED RETROSPOT CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.018,0.64892,0.02775,15.98063,329,0,0
"STRAWBERRY CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01439,0.64778,0.02222,15.95275,263,0,0
"LUNCH BAG SUKI DESIGN + RED RETROSPOT CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01127,0.64375,0.01751,15.85343,206,0,0
"RED RETROSPOT CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01779,0.64356,0.02764,15.84886,325,0,0
"REGENCY TEA PLATE GREEN + ROSES REGENCY TEACUP AND SAUCER","GREEN REGENCY TEACUP AND SAUCER",0.01095,0.87719,0.01248,15.82325,200,0,0
"LUNCH BAG RED RETROSPOT + WOODLAND CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01056,0.6246,0.01691,15.8078,193,0,0
"CHARLOTTE BAG PINK POLKADOT + RED RETROSPOT CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG",0.01784,0.62452,0.02857,15.80592,326,0,0
"WOOD 2 DRAWER CABINET WHITE FINISH","WOOD S/3 CABINET ANT WHITE FINISH",0.01538,0.52037,0.02955,15.79523,281,0,0
"WOOD S/3 CABINET ANT WHITE FINISH","WOOD 2 DRAWER CABINET WHITE FINISH",0.01538,0.46678,0.03294,15.79523,281,0,0
"PINK REGENCY TEACUP AND SAUCER + REGENCY CAKESTAND 3 TIER","GREEN REGENCY TEACUP AND SAUCER",0.01877,0.875,0.02145,15.78369,343,0,0
"JUMBO BAG TOYS + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG WOODLAND ANIMALS",0.01084,0.74436,0.01456,15.77924,198,0,0
"CHARLOTTE BAG SUKI DESIGN + WOODLAND CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01598,0.64035,0.02495,15.76972,292,0,0
"LUNCH BAG SUKI DESIGN + STRAWBERRY CHARLOTTE BAG","CHARLOTTE BAG SUKI DESIGN",0.01045,0.75794,0.01379,15.75628,191,0,0
"LUNCH BAG  BLACK SKULL. + RED RETROSPOT CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT",0.01231,0.6392,0.01926,15.74149,225,0,0
"CHOCOLATE HOT WATER BOTTLE + HOT WATER BOTTLE TEA AND SYMPATHY","HOT WATER BOTTLE I AM SO POORLY",0.01034,0.56587,0.01828,15.73837,189,0,0
"HAND WARMER BIRD DESIGN","HAND WARMER OWL DESIGN",0.01702,0.56239,0.03026,15.73736,311,0,0
"HAND WARMER OWL DESIGN","HAND WARMER BIRD DESIGN",0.01702,0.47626,0.03574,15.73736,311,0,0
"STRAWBERRY SHOPPER BAG","RED RETROSPOT SHOPPER BAG",0.01116,0.49515,0.02255,15.7353,204,0,0
"RED RETROSPOT SHOPPER BAG","STRAWBERRY SHOPPER BAG",0.01116,0.35478,0.03147,15.7353,204,0,0
"CHARLOTTE BAG APPLES DESIGN + STRAWBERRY CHARLOTTE BAG","WOODLAND CHARLOTTE BAG",0.01007,0.71318,0.01412,15.66335,184,0,0
"CHARLOTTE BAG PINK POLKADOT + CHARLOTTE BAG SUKI DESIGN","WOODLAND CHARLOTTE BAG",0.01598,0.7122,0.02244,15.64176,292,0,0
"GIN + TONIC DIET METAL SIGN + PLEASE ONE PERSON METAL SIGN","COOK WITH WINE METAL SIGN",0.01001,0.61616,0.01625,15.63767,183,0,0
"CHARLOTTE BAG APPLES DESIGN + STRAWBERRY CHARLOTTE BAG","CHARLOTTE BAG SUKI DESIGN",0.01062,0.75194,0.01412,15.63158,194,0,0
"CHARLOTTE BAG PINK POLKADOT + RED RETROSPOT CHARLOTTE BAG + STRAWBERRY CHARLOTTE BAG","CHARLOTTE BAG SUKI DESIGN",0.01341,0.75153,0.01784,15.62318,245,0,0
